input_text,output_text
"What_Ever_Happened_to_Baby_Jane? | publisher | Gruppo_Mondadori, What_Ever_Happened_to_Baby_Jane? | literaryGenre | secret_history, What_Ever_Happened_to_Baby_Jane? | followedBy | I_Am_a_Cat, What_Ever_Happened_to_Baby_Jane? | author | Horst_Köhler, What_Ever_Happened_to_Baby_Jane? | releaseDate | 1726-01-01",['What Ever Happened to Baby Jane? publisher Gruppo Mondadori. What Ever Happened to Baby Jane? literaryGenre secret history. What Ever Happened to Baby Jane? was followed by I Am a Cat. What Ever Happened to Baby Jane? author Horst Köhler. What Ever Happened to Baby Jane? releaseDate 1726-01-01.']
"Lite-On_Technology | location | United_States, Lite-On_Technology | industry | room_air_distribution",['Lite-On Technology is located in United States. Lite-On Technology industry room air distribution.']
"Chasing_Amy | cinematography | Larry_Aceves, Chasing_Amy | writer | Markku_Pusenius, Chasing_Amy | runtime | 173.46",['Chasing Amy cinematography Larry Aceves. Chasing Amy writer Markku Pusenius. Chasing Amy runtime 173.46.']
"Marcus_Mumford | spouse | Blaise_Matuidi, Marcus_Mumford | deathDate | 2006-09-06, Marcus_Mumford | professionalField | cellular_transport",['Marcus Mumford spouse Blaise Matuidi. Marcus Mumford deathDate 2006-09-06. Marcus Mumford professionalField cellular transport.']
"Antiochus_IV_Epiphanes | residence | Stacy_Katzman, Antiochus_IV_Epiphanes | party | Kenya_African_Democratic_Union",['Antiochus IV Epiphanes residence Stacy Katzman. Antiochus IV Epiphanes party Kenya African Democratic Union.']
"Carlo_Azeglio_Ciampi | birthPlace | Karlsruhe, Carlo_Azeglio_Ciampi | nationality | United_States, Carlo_Azeglio_Ciampi | training | School_of_Applied_Arts_in_Stuttgart, Karlsruhe | country | France, United_States | language | Caluyanon",['Carlo Azeglio Ciampi birthPlace Karlsruhe. Carlo Azeglio Ciampi nationality United States. Carlo Azeglio Ciampi training School of Applied Arts in Stuttgart. Karlsruhe is based in France. United States language Caluyanon.']
HTM_Personenvervoer | location | Israel,['HTM Personenvervoer is located in Israel.']
"Mermaid_(Train_song) | recordLabel | Amphetamine_Reptile_Records, Mermaid_(Train_song) | runtime | 16800, Mermaid_(Train_song) | recordLabel | Sony_BMG_Music_Entertainment_(Poland)_Sp._z_o.o., Mermaid_(Train_song) | writer | Arnaut_Daniel, Mermaid_(Train_song) | genre | Tswana_music, Mermaid_(Train_song) | writer | Klinik",['Mermaid (Train song) recordLabel Amphetamine Reptile Records. Mermaid (Train song) runtime 16800. Mermaid (Train song) recordLabel Sony BMG Music Entertainment approximately Poland Sp. z o.o.. Mermaid (Train song) writer Arnaut Daniel. Mermaid (Train song) genre Tswana music. Mermaid (Train song) writer Klinik.']
"Music_of_The_Lord_of_the_Rings_film_series | musicComposer | Laura_Berg, Music_of_The_Lord_of_the_Rings_film_series | starring | Simon_Lohet, Music_of_The_Lord_of_the_Rings_film_series | writer | François_Mitterrand",['Music of The Lord of the Rings film series musicComposer Laura Berg. Music of The Lord of the Rings film series starring Simon Lohet. Music of The Lord of the Rings film series writer François Mitterrand.']
"Julian_McMahon | genre | lauda, Julian_McMahon | associatedBand/associatedMusicalArtist | Qara'unas, Julian_McMahon | origin | New_Hampshire, Julian_McMahon | instrument | Electric_guitar, Julian_McMahon | activeYearsStartYear | 2001","[""Julian McMahon genre lauda. Julian McMahon associatedBand/associatedMusicalArtist Qara'unas. Julian McMahon origin New Hampshire. Julian McMahon instrument Electric guitar. Julian McMahon activeYearsStartYear 2001.""]"
"Alamosa_County | hasToItsWest | Franklin_County_Pennsylvania, Ain_Sakhri_lovers | established | 2000, Ain_Sakhri_lovers | location | Alamosa_County, Alamosa_County | hasToItsSoutheast | Carroll_County_Maryland, Ain_Sakhri_lovers | category | Contributing_property",['Alamosa County hasToItsWest Franklin County Pennsylvania. Ain Sakhri lovers established 2000. Ain Sakhri lovers is located in Alamosa County. Alamosa County hasToItsSoutheast Carroll County Maryland. Ain Sakhri lovers category Contributing property.']
"Lys | genre | concerto, Lys | producer | Led_Zeppelin, Lys | genre | cantata, Lys | recordLabel | Osmose_Productions, Lys | releaseDate | 1726-01-01",['Lys genre concerto. Lys producer Led Zeppelin. Lys genre cantata. Lys recordLabel Osmose Productions. Lys releaseDate 1726-01-01.']
"Granjinha | populationMetro | 418476000000.0, Granjinha | leaderTitle | office_held_by_head_of_the_organization, Granjinha | type | City, Granjinha | populationDensity | 11.5, Granjinha | governmentType | hexacameralism, Granjinha | utcOffset | −6",['Granjinha has a metro population of 418476000000.0. Granjinha leaderTitle office held by head of the organization. Granjinha type City. Granjinha populationDensity 11.5. Granjinha governmentType hexacameralism. Granjinha utcOffset −6.']
"36_Views_from_the_Pic_Saint-Loup | starring | Roald_Dahl, 36_Views_from_the_Pic_Saint-Loup | starring | Pierre_Aïm, 36_Views_from_the_Pic_Saint-Loup | budget | 1604.0, 36_Views_from_the_Pic_Saint-Loup | writer | Eric_Stuart, 36_Views_from_the_Pic_Saint-Loup | director | Eric_Stuart, 36_Views_from_the_Pic_Saint-Loup | runtime | 3.16",['36 Views from the Pic Saint-Loup starring Roald Dahl. 36 Views from the Pic Saint-Loup starring Pierre Aïm. 36 Views from the Pic Saint-Loup budget 1604.0. 36 Views from the Pic Saint-Loup writer Eric Stuart. 36 Views from the Pic Saint-Loup director Eric Stuart. 36 Views from the Pic Saint-Loup runtime 3.16.']
Charles_K._Kao | influencedBy | Trygve_Lie,['Charles K. Kao influencedBy Trygve Lie.']
"Not_Here_to_Be_Loved | starring | Denia_Mazzola, Not_Here_to_Be_Loved | writer | Denia_Mazzola",['Not Here to Be Loved starring Denia Mazzola. Not Here to Be Loved writer Denia Mazzola.']
"Turkey | currency | Canadian_dollar, Turkey | demonym | Latvians, Bionico | course | Nasi_uduk, Bionico | region | Telchac_Puerto, Nasi_uduk | dishVariation | mimosa_sugar_ball, Bionico | mainIngredient | chana_masala, Bionico | country | Turkey",['Turkey currency Canadian dollar. Turkey demonym Latvians. Bionico course Nasi uduk. Bionico region Telchac Puerto. Nasi uduk dishVariation mimosa sugar ball. Bionico mainIngredient chana masala. Bionico is based in Turkey.']
"Vila_Longa | leaderTitle | consul_suffectus, Vila_Longa | type | City, Vila_Longa | populationDensity | 98.0",['Vila Longa leaderTitle consul suffectus. Vila Longa type City. Vila Longa populationDensity 98.0.']
"Ankara_Esenboğa_Airport | operatingOrganisation | Nav_Canada, Ankara_Esenboğa_Airport | location | Brazuelo, Nav_Canada | city | Villanueva_de_la_Concepción, Ankara_Esenboğa_Airport | runwayLength | 70.308, Villanueva_de_la_Concepción | country | Mexico",['Ankara Esenboğa Airport operatingOrganisation Nav Canada. Ankara Esenboğa Airport is located in Brazuelo. Nav Canada is located in Villanueva de la Concepción. Ankara Esenboğa Airport runwayLength 70.308. Villanueva de la Concepción is based in Mexico.']
"United_States | currency | St._Gallen_thaler, Bionico | course | Ahle_Wurst, Bionico | ingredient | Granola, Bionico | country | United_States",['United States currency St. Gallen thaler. Bionico course Ahle Wurst. Bionico ingredient Granola. Bionico is based in United States.']
"2_Pallas | periapsis | 1249.6, 2_Pallas | epoch | 31_July_2016_(JD2457600.5)",['2 Pallas periapsis 1249.6. 2 Pallas epoch 31 July 2016 approximately JD2457600.5.']
"Midões | timeZone | UTC+04:00, Midões | populationDensity | 54.56",['Midões timeZone UTC+04:00. Midões populationDensity 54.56.']
"Institute_for_International_Research | numberOfEmployees | 1777539, Institute_for_International_Research | netIncome | 875400000",['Institute for International Research numberOfEmployees 1777539. Institute for International Research netIncome 875400000.']
"Animal_Practice | creator | School_of_Applied_Arts_in_Stuttgart, Animal_Practice | lastAired | 1908-05-02, Animal_Practice | broadcastedBy | CCM",['Animal Practice creator School of Applied Arts in Stuttgart. Animal Practice lastAired 1908-05-02. Animal Practice broadcastedBy CCM.']
"Israel | currency | Afghan_afghani, Israel | demonym | Colombians, Bionico | course | serviettenknödel, Bionico | region | Real_de_Catorce, Bionico | country | Israel",['Israel currency Afghan afghani. Israel demonym Colombians. Bionico course serviettenknödel. Bionico region Real de Catorce. Bionico is based in Israel.']
"Loire-Atlantique | followedBy | XX_–_Two_Decades_of_Love_Metal, Loire-Atlantique | artist | Gatas_Parlament",['Loire-Atlantique was followed by XX – Two Decades of Love Metal. Loire-Atlantique artist Gatas Parlament.']
"Leonid_Razvozzhayev | birthDate | ""1998-07-21"", Leonid_Razvozzhayev | deathPlace | Michigan, Leonid_Razvozzhayev | birthPlace | Virginia, Leonid_Razvozzhayev | mission | Shenzhou_9","['Leonid Razvozzhayev was born on ""1998-07-21"". Leonid Razvozzhayev deathPlace Michigan. Leonid Razvozzhayev birthPlace Virginia. Leonid Razvozzhayev mission Shenzhou 9.']"
"Atlantic_Coast_Line_501 | engine | Bourke_engine, Atlantic_Coast_Line_501 | cylinderCount | 11.5, Atlantic_Coast_Line_501 | length | 185.0_(centimetres)",['Atlantic Coast Line 501 engine Bourke engine. Atlantic Coast Line 501 cylinderCount 11.5. Atlantic Coast Line 501 length 185.0 approximately centimetres.']
"José_Manuel_Durão_Barroso | deathPlace | Leningrad_USSR, José_Manuel_Durão_Barroso | birthDate | 1994-06-14, José_Manuel_Durão_Barroso | knownFor | Peano_existence_theorem, José_Manuel_Durão_Barroso | birthName | Anja_Huber",['José Manuel Durão Barroso deathPlace Leningrad USSR. José Manuel Durão Barroso was born on 1994-06-14. José Manuel Durão Barroso knownFor Peano existence theorem. José Manuel Durão Barroso birthName Anja Huber.']
"Delirious | literaryGenre | speculative/fantastic_fiction_comedy, Delirious | author | Dragotin_Kette, Delirious | releaseDate | 1942-01-01, Delirious | precededBy | Excession",['Delirious literaryGenre speculative/fantastic fiction comedy. Delirious author Dragotin Kette. Delirious releaseDate 1942-01-01. Delirious was preceded by Excession.']
"Mermaid_(Train_song) | recordLabel | Ariola_Eurodisc_GmbH, Mermaid_(Train_song) | writer | alt-J, Mermaid_(Train_song) | writer | Battlestar_Galactica, Mermaid_(Train_song) | followedBy | Sverdlovsk_Film_Studio, Mermaid_(Train_song) | producer | Espionage_(production_team)",['Mermaid (Train song) recordLabel Ariola Eurodisc GmbH. Mermaid (Train song) writer alt-J. Mermaid (Train song) writer Battlestar Galactica. Mermaid (Train song) was followed by Sverdlovsk Film Studio. Mermaid (Train song) producer Espionage approximately production team.']
"Doire | followedBy | Acoustic_Samurai, Doire | artist | Culture_Club, Doire | releaseDate | 1991-12-09, Doire | runtime | 108600000, Doire | precededBy | Gossip_Girl",['Doire was followed by Acoustic Samurai. Doire artist Culture Club. Doire releaseDate 1991-12-09. Doire runtime 108600000. Doire was preceded by Gossip Girl.']
"Marforio | location | La_Plata_County, Marforio | municipality | Freeburg, La_Plata_County | hasToItsSoutheast | Carroll_County_Maryland, Marforio | category | Contributing_property, Marforio | country | People's_Republic_of_China","[""Marforio is located in La Plata County. Marforio municipality Freeburg. La Plata County hasToItsSoutheast Carroll County Maryland. Marforio category Contributing property. Marforio is based in People's Republic of China.""]"
"Sébastien_Squillaci | deathDate | 1989-02-24, Sébastien_Squillaci | deathPlace | ""United_States"", Sébastien_Squillaci | nationality | ""United_States"", Sébastien_Squillaci | birthPlace | Constitutional_Cabinet_of_Louis_XVI","['Sébastien Squillaci deathDate 1989-02-24. Sébastien Squillaci deathPlace ""United States"". Sébastien Squillaci nationality ""United States"". Sébastien Squillaci birthPlace Constitutional Cabinet of Louis XVI.']"
"Cph_Deutschland | regionServed | Mexico, Cph_Deutschland | city | Westhaven-Moonstone, Cph_Deutschland | operatingIncome | 260855000000.0, Cph_Deutschland | industry | digital_economy, Cph_Deutschland | country | Mexico, Cph_Deutschland | netIncome | 20378.5",['Cph Deutschland regionServed Mexico. Cph Deutschland is located in Westhaven-Moonstone. Cph Deutschland operatingIncome 260855000000.0. Cph Deutschland industry digital economy. Cph Deutschland is based in Mexico. Cph Deutschland netIncome 20378.5.']
"306_Unitas | apoapsis | 89.0, 306_Unitas | orbitalPeriod | 3.16, 306_Unitas | discoverer | Philip_the_Arab, 306_Unitas | discovered | 1934-01-01",['306 Unitas apoapsis 89.0. 306 Unitas orbitalPeriod 3.16. 306 Unitas discoverer Philip the Arab. 306 Unitas discovered 1934-01-01.']
"Paradela | utcOffset | −6, Paradela | leaderTitle | Rosearik_Rikki_Simons, Paradela | country | UK, Paradela | elevationAboveTheSeaLevel | 70.308",['Paradela utcOffset −6. Paradela leaderTitle Rosearik Rikki Simons. Paradela is based in UK. Paradela elevationAboveTheSeaLevel 70.308.']
"Picão | utcOffset | −6, Picão | isPartOf | Jalisco",['Picão utcOffset −6. Picão isPartOf Jalisco.']
Géza_Petényi | spouse | Pat_Martino,['Géza Petényi spouse Pat Martino.']
"TSG_1899_Hoffenheim | league | Tajik_League, Tajik_League | champions | Rawmarsh_Welfare_F.C., TSG_1899_Hoffenheim | numberOfMembers | 11.5, TSG_1899_Hoffenheim | fullName | Albion_Sports_A.F.C.",['TSG 1899 Hoffenheim competes in the Tajik League. Tajik League champions Rawmarsh Welfare F.C.. TSG 1899 Hoffenheim numberOfMembers 11.5. TSG 1899 Hoffenheim fullName Albion Sports A.F.C..']
"Bionico | course | lamian, Bionico | region | Morelos, Bionico | country | United_States",['Bionico course lamian. Bionico region Morelos. Bionico is based in United States.']
"(An_Imitation)_Blood_Orange | producer | Half_Japanese, (An_Imitation)_Blood_Orange | recordedIn | Mexico, (An_Imitation)_Blood_Orange | recordedIn | Ludwigshafen, (An_Imitation)_Blood_Orange | genre | Tswana_music",['(An Imitation) Blood Orange producer Half Japanese. (An Imitation) Blood Orange recordedIn Mexico. (An Imitation) Blood Orange recordedIn Ludwigshafen. (An Imitation) Blood Orange genre Tswana music.']
Rzeszów | utcOffset | 16800,['Rzeszów utcOffset 16800.']
"Montenotte | artist | Stiller_Has, Stiller_Has | associatedBand/associatedMusicalArtist | Sapa_Inca",['Montenotte artist Stiller Has. Stiller Has associatedBand/associatedMusicalArtist Sapa Inca.']
"Pedro_Aguirre_Cerda | birthPlace | Puning, Pedro_Aguirre_Cerda | mission | Shenzhou_6, Puning | isPartOf | Anhui",['Pedro Aguirre Cerda birthPlace Puning. Pedro Aguirre Cerda mission Shenzhou 6. Puning isPartOf Anhui.']
"Rita_König | height | 17068.8_(millimetres), Rita_König | youthclub | FC_Baku, FC_Baku | ground | La_Romareda",['Rita König has a height of 17068.8 approximately millimetres. Rita König youthclub FC Baku. FC Baku plays at La Romareda.']
"Bugatti_Type_55 | assembly | California, Bugatti_Type_55 | assembly | Roswell, Bugatti_Type_55 | productionEndYear | 1587",['Bugatti Type 55 assembly California. Bugatti Type 55 assembly Roswell. Bugatti Type 55 productionEndYear 1587.']
Cordova | areaTotal | 282838.0,['Cordova areaTotal 282838.0.']
"My_Boss | runtime | 1147.0, My_Boss | musicComposer | Félix_Sánchez, My_Boss | releaseDate | 2012-12-27, My_Boss | director | Roger_Federer",['My Boss runtime 1147.0. My Boss musicComposer Félix Sánchez. My Boss releaseDate 2012-12-27. My Boss director Roger Federer.']
Boeing | location | Statue_of_Liberty,['Boeing is located in Statue of Liberty.']
Blanche_of_Castile | professionalField | anthropology,['Blanche of Castile professionalField anthropology.']
Wheels_on_Meals | musicComposer | Bill_D'Elia,"[""Wheels on Meals musicComposer Bill D'Elia.""]"
"car2go | city | Broadcasting_House_Dornbusch, Rosa_Roth | starring | Bruce_Matthews, Rosa_Roth | creator | Stacy_Katzman, Rosa_Roth | lastAired | 1946-12-17, Rosa_Roth | broadcastedBy | car2go",['car2go is located in Broadcasting House Dornbusch. Rosa Roth starring Bruce Matthews. Rosa Roth creator Stacy Katzman. Rosa Roth lastAired 1946-12-17. Rosa Roth broadcastedBy car2go.']
"Reading_Company_902 | buildDate | ""In_Soldevanahalli_Acharya_Dr._Sarvapalli_Radhakrishnan_Road_Hessarghatta_Main_Road_Bangalore_–_560090."", Reading_Company_902 | builder | Apple","['Reading Company 902 buildDate ""In Soldevanahalli Acharya Dr. Sarvapalli Radhakrishnan Road Hessarghatta Main Road Bangalore – 560090."". Reading Company 902 builder Apple.']"
"Parma_Calcio_1913 | league | Paraguayan_Primera_División, Paraguayan_Primera_División | champions | Atalanta_BC, Parma_Calcio_1913 | numberOfMembers | 16800",['Parma Calcio 1913 competes in the Paraguayan Primera División. Paraguayan Primera División champions Atalanta BC. Parma Calcio 1913 numberOfMembers 16800.']
In_My_Lifetime_Vol._1 | starring | Kirani_James,['In My Lifetime Vol. 1 starring Kirani James.']
The_Twilight_Saga:_Breaking_Dawn_–_Part_1 | director | Ian_Brady,['The Twilight Saga: Breaking Dawn – Part 1 director Ian Brady.']
"Tibre | releaseDate | 1994-06-14, Tibre | followedBy | Music_of_The_Lord_of_the_Rings_film_series, Tibre | genre | noh, Tibre | producer | Las_Ketchup, Tibre | artist | Las_Ketchup, Tibre | genre | old_classical_vocal_polyphony, Tibre | recordLabel | Flip_Records",['Tibre releaseDate 1994-06-14. Tibre was followed by Music of The Lord of the Rings film series. Tibre genre noh. Tibre producer Las Ketchup. Tibre artist Las Ketchup. Tibre genre old classical vocal polyphony. Tibre recordLabel Flip Records.']
"Mermaid_(Train_song) | followedBy | Harpo_Productions, Harpo_Productions | certification | Quebec_Contemporary_Music_Society, Mermaid_(Train_song) | producer | Espionage_(production_team), Harpo_Productions | musicalArtist | John_McCain",['Mermaid (Train song) was followed by Harpo Productions. Harpo Productions certification Quebec Contemporary Music Society. Mermaid (Train song) producer Espionage approximately production team. Harpo Productions musicalArtist John McCain.']
"Boryspil_International_Airport | operatingOrganisation | Skyguide, Boryspil_International_Airport | runwayLength | 175.26, Boryspil_International_Airport | elevationAboveTheSeaLevel | +2, Boryspil_International_Airport | runwayName | ""18L/36R""","['Boryspil International Airport operatingOrganisation Skyguide. Boryspil International Airport runwayLength 175.26. Boryspil International Airport elevationAboveTheSeaLevel +2. Boryspil International Airport runwayName ""18L/36R"".']"
ZK | genre | West_Coast_hip_hop,['ZK genre West Coast hip hop.']
"Jochen_Rindt | nationality | ""United_States"", ""United_States"" | ethnicGroup | Arab-Christians","['Jochen Rindt nationality ""United States"". ""United States"" ethnicGroup Arab-Christians.']"
Messiah | followedBy | Best_Of_Modern_Talking,['Messiah was followed by Best Of Modern Talking.']
"Embassy_of_Austria_Berlin | completionDate | ""1923-11-18"", Embassy_of_Austria_Berlin | owner | University_of_Bonn","['Embassy of Austria Berlin completionDate ""1923-11-18"". Embassy of Austria Berlin owner University of Bonn.']"
"Stakk_Attakk | artist | The_Strokes, Stakk_Attakk | producer | The_Strokes, Stakk_Attakk | runtime | 250493000000.0, Stakk_Attakk | recordedIn | Mexico, Stakk_Attakk | genre | minimal_electro",['Stakk Attakk artist The Strokes. Stakk Attakk producer The Strokes. Stakk Attakk runtime 250493000000.0. Stakk Attakk recordedIn Mexico. Stakk Attakk genre minimal electro.']
"United_States | currency | British_North_Borneo_dollar, United_States | demonym | Pacific_Northwesterners, Bionico | course | fried_rice, Bionico | dishVariation | hornazo, Bionico | country | United_States",['United States currency British North Borneo dollar. United States demonym Pacific Northwesterners. Bionico course fried rice. Bionico dishVariation hornazo. Bionico is based in United States.']
Konin | timeZone | UTC+05:00,['Konin timeZone UTC+05:00.']
"Tell_No_One | distributor | Relevant_Film, China_Merchants_Port | type | intercommunale, Tell_No_One | distributor | China_Merchants_Port",['Tell No One distributor Relevant Film. China Merchants Port type intercommunale. Tell No One distributor China Merchants Port.']
Pope_Theodosius_II_of_Alexandria | nationality | Ecuadorians,['Pope Theodosius II of Alexandria nationality Ecuadorians.']
"Tomb_of_National_Heroes | established | 2000, Tomb_of_National_Heroes | location | Las_Animas_County, Las_Animas_County | hasToItsSouthwest | Garrett_County, Tomb_of_National_Heroes | category | Contributing_property",['Tomb of National Heroes established 2000. Tomb of National Heroes is located in Las Animas County. Las Animas County hasToItsSouthwest Garrett County. Tomb of National Heroes category Contributing property.']
"Mermaid_(Train_song) | releaseDate | 2006-09-06, Mermaid_(Train_song) | precededBy | School_of_Applied_Arts_in_Stuttgart, Mermaid_(Train_song) | writer | Jarosław_Rodzewicz, Mermaid_(Train_song) | runtime | 21000, Mermaid_(Train_song) | writer | Systems_in_Blue",['Mermaid (Train song) releaseDate 2006-09-06. Mermaid (Train song) was preceded by School of Applied Arts in Stuttgart. Mermaid (Train song) writer Jarosław Rodzewicz. Mermaid (Train song) runtime 21000. Mermaid (Train song) writer Systems in Blue.']
"Carlão | isPartOf | Jalisco, Jalisco | leader | Friedrich_Hayek",['Carlão isPartOf Jalisco. Jalisco leader Friedrich Hayek.']
"United_States | currency | Aargau_frank, Bionico | course | cold_borscht, Bionico | mainIngredient | Spanish_fricco, Bionico | country | United_States",['United States currency Aargau frank. Bionico course cold borscht. Bionico mainIngredient Spanish fricco. Bionico is based in United States.']
Jorge_Luis_Borges | professionalField | Germ_line_theory,['Jorge Luis Borges professionalField Germ line theory.']
"Blaise_Pascal_University_(Clermont_II) | country | United_States, United_States | leader | Zdeněk_Fiala",['Blaise Pascal University (Clermont II) is based in United States. United States leader Zdeněk Fiala.']
Benoît_Potier | birthPlace | Yunnan,['Benoît Potier birthPlace Yunnan.']
"Franck_Ribéry | knownFor | Pythagorean_theorem, Franck_Ribéry | birthName | Bart_Somers, Franck_Ribéry | almaMater | Ajou_University",['Franck Ribéry knownFor Pythagorean theorem. Franck Ribéry birthName Bart Somers. Franck Ribéry almaMater Ajou University.']
"Sebastián_Piñera | professionalField | Mathematical_optimization, Sebastián_Piñera | almaMater | University_of_Tübingen",['Sebastián Piñera professionalField Mathematical optimization. Sebastián Piñera almaMater University of Tübingen.']
Bommalattam | producer | Helen_Aitchison,['Bommalattam producer Helen Aitchison.']
"Helmut_Kohl | genre | music_of_Poland, Helmut_Kohl | associatedBand/associatedMusicalArtist | Abdoulaye_Keita",['Helmut Kohl genre music of Poland. Helmut Kohl associatedBand/associatedMusicalArtist Abdoulaye Keita.']
"Carl_Junker | genre | acousmatic_music, Carl_Junker | origin | Israel, Carl_Junker | associatedBand/associatedMusicalArtist | 02:36, Carl_Junker | instrument | Electric_guitar",['Carl Junker genre acousmatic music. Carl Junker origin Israel. Carl Junker associatedBand/associatedMusicalArtist 02:36. Carl Junker instrument Electric guitar.']
